Input name	Standardized name	Formula	Exact mass	Super class	Main class	 Sub class
DG(36:4)_lp_a	DG 36:4	616.5067	C39H68O5	Glycerolipids	Diradylglycerols	DG
DG(38:4)_lp_d	DG 38:4	644.5380	C41H72O5	Glycerolipids	Diradylglycerols	DG
DG(18:0_20:4)_lp_f	DG 18:0_20:4	644.5380	C41H72O5	Glycerolipids	Diradylglycerols	DG
DG(18:1_20:4)_lp_b	DG 18:1_20:4	642.5223	C41H70O5	Glycerolipids	Diradylglycerols	DG
DG(18:2_20:4)_lp_a	DG 18:2_20:4	640.5067	C41H68O5	Glycerolipids	Diradylglycerols	DG
DG(18:0_22:4_0:0)_lp_c	DG 18:0_22:4	672.5693	C43H76O5	Glycerolipids	Diradylglycerols	DG
DG(18:0_22:6_0:0)_lp_f	DG 18:0_22:6	668.5380	C43H72O5	Glycerolipids	Diradylglycerols	DG
Docosahexenoyl-EA	Docosahexenoyl-EA	371.2824	C24H37NO2	Fatty Acyls	Fatty amides	NAE
Docosatetraenoyl-EA	Docosatetraenoyl-EA	375.3137	C24H41NO2	Fatty Acyls	Fatty amides	NAE
EA(15:0)	Pentadecanoyl-EA	285.2668	C17H35NO2	Fatty Acyls	Fatty amides	NAE
EA(17:0)	Margaroyl-EA	313.2981	C19H39NO2	Fatty Acyls	Fatty amides	NAE
Stearoyl-EA	Stearoyl-EA	327.3137	C20H41NO2	Fatty Acyls	Fatty amides	NAE
Ethanolamine	Ethanolamine	61.0528	C2H7NO	Organic nitrogen compounds	Amines	1,2-aminoalcohols
Sebacic acid	Sebacic acid	202.1205	C10H18O4	Fatty Acyls	Fatty acids	Dicarboxylic acids
Hydroxydecanoic acid	Hydroxydecanoic acid	188.1412	C10H20O3	Fatty Acyls	Fatty acids	Hydroxy FA
Undecanedioic acid	Undecanedioic acid	216.1362	C11H20O4	Fatty Acyls	Fatty acids	Dicarboxylic acids
Lauric acid	Lauric acid	200.1776	C12H24O2	Fatty Acyls	Fatty acids	Saturated FA
Aminododecanoic acid	Aminododecanoic acid	215.1885	C12H25NO2	Fatty Acyls	Fatty acids	Amino FA
Hydroxydodecanoic acid	Hydroxydodecanoic acid	216.1725	C12H24O3	Fatty Acyls	Fatty acids	Hydroxy FA
Dodecenoic acid	Dodecenoic acid	198.1620	C12H22O2	Fatty Acyls	Fatty acids	Unsaturated FA
Myristic acid	Myristic acid	228.2089	C14H28O2	Fatty Acyls	Fatty acids	Saturated FA
Hydroxytetradecanoic acid	Hydroxytetradecanoic acid	244.2038	C14H28O3	Fatty Acyls	Fatty acids	Hydroxy FA
Myristoleic acid	Myristoleic acid	226.1933	C14H26O2	Fatty Acyls	Fatty acids	Unsaturated FA
Tetradecadienoic acid	Tetradecadienoic acid	224.1776	C14H24O2	Fatty Acyls	Fatty acids	Unsaturated FA
Pentadecylic acid	Pentadecylic acid	242.2246	C15H30O2	Fatty Acyls	Fatty acids	Saturated FA
Palmitic acid	Palmitic acid	256.2402	C16H32O2	Fatty Acyls	Fatty acids	Saturated FA
Heptadecanedioic acid	Heptadecanedioic acid	300.2301	C17H32O4	Fatty Acyls	Fatty acids	Dicarboxylic acids
Hydroxyhexadecanoic acid	Hydroxyhexadecanoic acid	272.2351	C16H32O3	Fatty Acyls	Fatty acids	Hydroxy FA
Palmitoleic acid	Palmitoleic acid	254.2246	C16H30O2	Fatty Acyls	Fatty acids	Unsaturated FA
Margaric acid	Margaric acid	270.2559	C17H34O2	Fatty Acyls	Fatty acids	Saturated FA
Stearic acid	Stearic acid	284.2715	C18H36O2	Fatty Acyls	Fatty acids	Saturated FA
Oleic acid	Oleic acid	282.2559	C18H34O2	Fatty Acyls	Fatty acids	Unsaturated FA
Octadecadienoic acid	Octadecadienoic acid	280.2402	C18H32O2	Fatty Acyls	Fatty acids	Unsaturated FA
Octadecatrienoic acid	Octadecatrienoic acid	278.2246	C18H30O2	Fatty Acyls	Fatty acids	Unsaturated FA
Octadecatetraenoic acid	Octadecatetraenoic acid	276.2089	C18H28O2	Fatty Acyls	Fatty acids	Unsaturated FA
Nonadecenoic acid	Nonadecenoic acid	296.2715	C19H36O2	Fatty Acyls	Fatty acids	Unsaturated FA
Arachidic acid	Arachidic acid	312.3028	C20H40O2	Fatty Acyls	Fatty acids	Saturated FA
Eicosenoic acid	Eicosenoic acid	310.2872	C20H38O2	Fatty Acyls	Fatty acids	Unsaturated FA
Eicosadienoic acid	Eicosadienoic acid	308.2715	C20H36O2	Fatty Acyls	Fatty acids	Unsaturated FA
Eicosatrienoic acid	Eicosatrienoic acid	306.2559	C20H34O2	Fatty Acyls	Fatty acids	Unsaturated FA
Eicosatetraenoic acid	Eicosatetraenoic acid	304.2402	C20H32O2	Fatty Acyls	Fatty acids	Unsaturated FA
EPA	EPA	302.2246	C20H30O2	Fatty Acyls	Fatty acids	Unsaturated FA
Behenic acid	Behenic acid	340.3341	C22H44O2	Fatty Acyls	Fatty acids	Saturated FA
Docosatrienoic acid	Docosatrienoic acid	334.2872	C22H38O2	Fatty Acyls	Fatty acids	Unsaturated FA
Docosatetraenoic acid	Docosatetraenoic acid	332.2715	C22H36O2	Fatty Acyls	Fatty acids	Unsaturated FA
Docosapentaenoic acid	Docosapentaenoic acid	330.2559	C22H34O2	Fatty Acyls	Fatty acids	Unsaturated FA
DHA	DHA	328.2402	C22H32O2	Fatty Acyls	Fatty acids	Unsaturated FA
Lignoceric acid	Lignoceric acid	368.3654	C24H48O2	Fatty Acyls	Fatty acids	Saturated FA
Tetracosenoic acid	Tetracosenoic acid	366.3498	C24H46O2	Fatty Acyls	Fatty acids	Unsaturated FA
Suberic acid	Suberic acid	174.0892	C8H14O4	Fatty Acyls	Fatty acids	Dicarboxylic acids
Hydroxyoctanoic acid	Hydroxyoctanoic acid	160.1099	C8H16O3	Fatty Acyls	Fatty acids	Hydroxy FA
Azelaic acid	Azelaic acid	188.1049	C9H16O4	Fatty Acyls	Fatty acids	Dicarboxylic acids
FAD	FAD	785.1571	C27H33N9O15P2	Nucleic acids	Flavins	Flavin nucleotides
Fumaric acid	Fumaric acid	116.0110	C4H4O4	Organic acids	TCA acids	TCA acids
gamma-Aminobutyric acid	gamma-Aminobutyric acid	103.0633	C4H9NO2	Fatty Acyls	Fatty acids	Amino FA
GDP	GDP	443.0243	C10H15N5O11P2	Nucleic acids	Purines	Purine rNDP
GMP	GMP	363.0580	C10H14N5O8P	Nucleic acids	Purines	Purine rNMP
TG(50:2)_lp_b	TG 50:2	830.7363	C53H98O6	Glycerolipids	Triradylglycerols	TG
GTP	GTP	522.9907	C10H16N5O14P3	Nucleic acids	Purines	Purine rNTP
Ganglioside GM3(d42:1)	GM3 42:1;O2	1264.8384	C65H120N2O21	Sphingolipids	Glycosphingolipids	Gangliosides
Glu-Phe	Glu-Phe	294.1216	C14H18N2O5	Organic acids	Amino acids and peptides	Dipeptides
Glutamic acid	Glutamic acid	147.0532	C5H9NO4	Organic acids	Amino acids and peptides	Amino acids
Glutamine	Glutamine	146.0691	C5H10N2O3	Organic acids	Amino acids and peptides	Amino acids
Glycine	Glycine	75.0320	C2H5NO2	Organic acids	Amino acids and peptides	Amino acids
HexCer(d18:0/24:0-OH)	HexCer 18:0;O2/24:0;O	829.7007	C48H95NO9	Sphingolipids	Glycosphingolipids	HexCer
HexCer(d34:1)	HexCer 34:1;O2	699.5649	C40H77NO8	Sphingolipids	Glycosphingolipids	HexCer
HexCer(d36:1)	HexCer 36:1;O2	727.5962	C42H81NO8	Sphingolipids	Glycosphingolipids	HexCer
HexCer(d38:1)	HexCer 38:1;O2	755.6275	C44H85NO8	Sphingolipids	Glycosphingolipids	HexCer
HexCer(d40:1)_lp_c	HexCer 40:1;O2	783.6588	C46H89NO8	Sphingolipids	Glycosphingolipids	HexCer
HexCer(d40:1)_ln_b	HexCer 40:1;O2	783.6588	C46H89NO8	Sphingolipids	Glycosphingolipids	HexCer
HexCer(d42:1)_lp_b	HexCer 42:1;O2	811.6901	C48H93NO8	Sphingolipids	Glycosphingolipids	HexCer
HexCer(d42:1)_ln_b	HexCer 42:1;O2	811.6901	C48H93NO8	Sphingolipids	Glycosphingolipids	HexCer
HexCer(d42:2)_ln_c	HexCer 42:2;O2	809.6745	C48H91NO8	Sphingolipids	Glycosphingolipids	HexCer
Histidine	Histidine	155.0695	C6H9N3O2	Organic acids	Amino acids and peptides	Amino acids
5-Hydroxylysine	5-Hydroxylysine	162.1004	C6H14N2O3	Organic acids	Amino acids and peptides	Amino acids
Hydroxyproline	Hydroxyproline	131.0582	C5H9NO3	Organic acids	Amino acids and peptides	Amino acids
IMP	IMP	348.0471	C10H13N4O8P	Nucleic acids	Purines	Purine rNMP
Ile-Pro	Ile-Pro	228.1474	C11H20N2O3	Organic acids	Amino acids and peptides	Dipeptides
Ile-Val	Ile-Val	230.1630	C11H22N2O3	Organic acids	Amino acids and peptides	Dipeptides
Inosine	Inosine	268.0808	C10H12N4O5	Nucleic acids	Purines	Purine ribonucleosides
Isocitric acid	Isocitric acid	192.0270	C6H8O7	Organic acids	TCA acids	TCA acids
Isoleucine	Isoleucine	131.0946	C6H13NO2	Organic acids	Amino acids and peptides	Amino acids
Oxoglutaric acid	2-Oxoglutaric acid	146.0215	C5H6O5	Organic acids	TCA acids	TCA acids
Glu-Lys	Glu-Lys	275.1481	C11H21N3O5	Organic acids	Amino acids and peptides	Dipeptides
LPC(15:0)	LPC 15:0	481.3168	C23H48NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(15:0)_lp_ab	LPC 15:0	481.3168	C23H48NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(16:0/0:0)_ln_b	LPC 16:0/0:0	495.3325	C24H50NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(16:0/0:0)_lp_b	LPC 16:0/0:0	495.3325	C24H50NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(16:0)	LPC 16:0	495.3325	C24H50NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(16:0)_rp_b	LPC 16:0	495.3325	C24H50NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
TG(51:1)_lp_c	TG 51:1	846.7676	C54H102O6	Glycerolipids	Triradylglycerols	TG
LPC(16:1)_lp_ab	LPC 16:1	493.3168	C24H48NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(17:0/0:0)_ln_ab	LPC 17:0/0:0	509.3481	C25H52NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(17:0)_lp_ab	LPC 17:0	509.3481	C25H52NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(17:0)	LPC 17:0	509.3481	C25H52NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(18:0/0:0)_ln_b	LPC 18:0/0:0	523.3638	C26H54NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(18:0/0:0)_lp_b	LPC 18:0/0:0	523.3638	C26H54NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(18:1/0:0)_ln_b	LPC 18:1/0:0	521.3481	C26H52NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(18:1/0:0)_lp_b	LPC 18:1/0:0	521.3481	C26H52NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(18:1)_rp_b	LPC 18:1	521.3481	C26H52NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(18:2)_ln_ab	LPC 18:2	519.3325	C26H50NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(18:2/0:0)_lp_ab	LPC 18:2/0:0	519.3325	C26H50NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(18:2)	LPC 18:2	519.3325	C26H50NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(18:2)_rp_b	LPC 18:2	519.3325	C26H50NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(19:0)_lp_a	LPC 19:0	537.3794	C27H56NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(19:0)_lp_b	LPC 19:0	537.3794	C27H56NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(20:0)	LPC 20:0	551.3951	C28H58NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(20:0/0:0)_lp_ab	LPC 20:0/0:0	551.3951	C28H58NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(20:1)_lp_ab	LPC 20:1	549.3794	C28H56NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(20:3)_rp_b	LPC 20:3	545.3481	C28H52NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(20:4/0:0)_ln_b	LPC 20:4/0:0	543.3325	C28H50NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(20:4)_lp_ab	LPC 20:4	543.3325	C28H50NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(20:4)	LPC 20:4	543.3325	C28H50NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(20:4)_rp_b	LPC 20:4	543.3325	C28H50NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(22:0)_lp_b	LPC 22:0	579.4264	C30H62NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(22:1)_lp_ab	LPC 22:1	577.4107	C30H60NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(22:6)_lp_ab	LPC 22:6	567.3325	C30H50NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(24:0/0:0)_lp_b	LPC 24:0/0:0	607.4577	C32H66NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(24:1)_lp_b	LPC 24:1	605.4420	C32H64NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPC(26:0)_lp_ab	LPC 26:0	635.4890	C34H70NO7P	Glycerophospholipids	Glycerophosphocholines	LPC
LPE(16:0/0:0)_ln_b	LPE 16:0/0:0	453.2855	C21H44NO7P	Glycerophospholipids	Glycerophosphoethanolamines	LPE
LPE(16:0/0:0)_lp_b	LPE 16:0/0:0	453.2855	C21H44NO7P	Glycerophospholipids	Glycerophosphoethanolamines	LPE
LPE(18:0)_lp_ab	LPE 18:0	481.3168	C23H48NO7P	Glycerophospholipids	Glycerophosphoethanolamines	LPE
LPE(18:0/0:0)_ln_b	LPE 18:0/0:0	481.3168	C23H48NO7P	Glycerophospholipids	Glycerophosphoethanolamines	LPE
LPE(18:0)_rp_b	LPE 18:0	481.3168	C23H48NO7P	Glycerophospholipids	Glycerophosphoethanolamines	LPE
LPE(18:2)_rp_b	LPE 18:2	477.2855	C23H44NO7P	Glycerophospholipids	Glycerophosphoethanolamines	LPE
LPE(20:0/0:0)_ln_b	LPE 20:0/0:0	509.3481	C25H52NO7P	Glycerophospholipids	Glycerophosphoethanolamines	LPE
LPE(O-15:0)	LPE O-15:0	425.2906	C20H44NO6P	Glycerophospholipids	Glycerophosphoethanolamines	O-LPE
LPE(O-18:0)	LPE O-18:0	467.3376	C23H50NO6P	Glycerophospholipids	Glycerophosphoethanolamines	O-LPE
LPE(O-18:2)	LPE O-18:2	463.3063	C23H46NO6P	Glycerophospholipids	Glycerophosphoethanolamines	O-LPE
LTB4	LTB4	336.2301	C20H32O4	Fatty Acyls	Eicosanoids	Leukotrienes
Lactic acid	Lactic acid	90.0317	C3H6O3	Organic acids	Short-chain acids	Short-chain acids
Leu-Ile	Leu-Ile	244.1787	C12H24N2O3	Organic acids	Amino acids and peptides	Dipeptides
Leu-Pro	Leu-Pro	228.1474	C11H20N2O3	Organic acids	Amino acids and peptides	Dipeptides
Leucine	Leucine	131.0946	C6H13NO2	Organic acids	Amino acids and peptides	Amino acids
Linoleoyl-EA	Linoleoyl-EA	323.2824	C20H37NO2	Fatty Acyls	Fatty amides	NAE
Lysine	Lysine	146.1055	C6H14N2O2	Organic acids	Amino acids and peptides	Amino acids
MG(14:0)	MG 14:0	302.2457	C17H34O4	Glycerolipids	Monoradylglycerols	MG
MG(16:0)	MG 16:0	330.2770	C19H38O4	Glycerolipids	Monoradylglycerols	MG
MG(18:1)	MG 18:1	356.2927	C21H40O4	Glycerolipids	Monoradylglycerols	MG
MG(18:1)_rp_b	MG 18:1	356.2927	C21H40O4	Glycerolipids	Monoradylglycerols	MG
Malic acid	Malic acid	134.0215	C4H6O5	Organic acids	TCA acids	TCA acids
Methionine	Methionine	149.0511	C5H11NO2S	Organic acids	Amino acids and peptides	Amino acids
N-Acetyl-D-glucosamine 1-phosphate	N-Acetyl-D-glucosamine 1-phosphate	301.0563	C8H16NO9P	Carbohydrates	Monosaccharides	Amino sugars
N-Acetylaspartic acid	N-Acetylaspartic acid	175.0481	C6H9NO5	Organic acids	Amino acids and peptides	Amino acids
N-Acetylglutamine	N-Acetylglutamine	188.0797	C7H12N2O4	Organic acids	Amino acids and peptides	Amino acids
N-Acetylhistamine	N-Acetylhistamine	153.0902	C7H11N3O	Organic nitrogen compounds	Amines	Aralkylamines
N-Acetylhistidine	N-Acetylhistidine	197.0800	C8H11N3O3	Organic acids	Amino acids and peptides	Amino acids
N-Acetylleucine	N-Acetylleucine	173.1052	C8H15NO3	Organic acids	Amino acids and peptides	Amino acids
N-Acetylmethionine	N-Acetylmethionine	191.0616	C7H13NO3S	Organic acids	Amino acids and peptides	Amino acids
N-Acetylornithine	N-Acetylornithine	174.1004	C7H14N2O3	Organic acids	Amino acids and peptides	Amino acids
N-Acetylphenylalanine	N-Acetylphenylalanine	207.0895	C11H13NO3	Organic acids	Amino acids and peptides	Amino acids
N-Acetylputrescine	N-Acetylputrescine	130.1106	C6H14N2O	Alkaloids	Ornithine alkaloids	Polyamines
N-Acetylserotonin	N-Acetylserotonin	218.1055	C12H14N2O2	Alkaloids	Tryptophan alkaloids	Tryptamines
N-Acetyl-D-tryptophan	N-Acetyl-D-tryptophan	246.1004	C13H14N2O3	Organic acids	Amino acids and peptides	Amino acids
N-Acetylarginine	N-Acetylarginine	216.1222	C8H16N4O3	Organic acids	Amino acids and peptides	Amino acids
Ureidopropionic acid	Ureidopropionic acid	132.0535	C4H8N2O3	Organic acids	Organic carbonic acids	Ureas
N-Lauroylglycine	NAGly 12:0	257.1991	C14H27NO3	Fatty Acyls	Fatty amides	N-acyl amines
N-Methyl-D-aspartic acid	N-Methyl-D-aspartic acid	147.0532	C5H9NO4	Organic acids	Amino acids and peptides	Amino acids
N-Methyl-proline	N-Methyl-proline	129.0790	C6H11NO2	Organic acids	Amino acids and peptides	Amino acids
N-Undecanoylglycine	NAGly 11:0	243.1834	C13H25NO3	Fatty Acyls	Fatty amides	N-acyl amines
N1-Acetylspermidine	N1-Acetylspermidine	187.1685	C9H21N3O	Alkaloids	Ornithine alkaloids	Polyamines
N1-Methyl-2-pyridone-5-carboxamide	N1-Methyl-2-pyridone-5-carboxamide	152.0586	C7H8N2O2	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids
N4-Acetylcytidine	N4-Acetylcytidine	285.0961	C11H15N3O6	Nucleic acids	Pyrimidines	Pyrimidine ribonucleosides
N-6-Trimethyllysine	N-6-Trimethyllysine	188.1525	C9H20N2O2	Organic acids	Amino acids and peptides	Amino acids
N(6),N(6)-Dimethyl-lysine	N(6),N(6)-Dimethyl-lysine	174.1368	C8H18N2O2	Organic acids	Amino acids and peptides	Amino acids
N6-Acetyllysine	N6-Acetyllysine	188.1161	C8H16N2O3	Organic acids	Amino acids and peptides	Amino acids
N(6)-Methyllysine	N(6)-Methyllysine	160.1212	C7H16N2O2	Organic acids	Amino acids and peptides	Amino acids
NAD+	NAD+	663.1091	C21H27N7O14P2	Nucleic acids	Nicotinamides	Nicotinamide dinucleotides
NADH	NADH	665.1248	C21H29N7O14P2	Nucleic acids	Nicotinamides	Nicotinamide dinucleotides
NADP+	NADP+	743.0755	C21H28N7O17P3	Nucleic acids	Nicotinamides	Nicotinamide dinucleotides
NADPH	NADPH	745.0911	C21H30N7O17P3	Nucleic acids	Nicotinamides	Nicotinamide dinucleotides
Targinine	Targinine	188.1273	C7H16N4O2	Organic acids	Amino acids and peptides	Amino acids
Oleoyl-EA	Oleoyl-EA	325.2981	C20H39NO2	Fatty Acyls	Fatty amides	NAE
Ornithine	Ornithine	132.0899	C5H12N2O2	Organic acids	Amino acids and peptides	Amino acids
PA(34:1)_lp_b	PA 34:1	674.4887	C37H71O8P	Glycerophospholipids	Glycerophosphates	PA
PC(28:0)	PC 28:0	677.4996	C36H72NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(30:0)_ln_a	PC 30:0	705.5309	C38H76NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(30:0)_lp_a	PC 30:0	705.5309	C38H76NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(30:1)_lp_a	PC 30:1	703.5152	C38H74NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(31:0)_lp_b	PC 31:0	719.5465	C39H78NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(31:1)_lp_a	PC 31:1	717.5309	C39H76NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(31:1)_lp_c	PC 31:1	717.5309	C39H76NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(32:0)	PC 32:0	733.5622	C40H80NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(32:0)_ln_b	PC 32:0	733.5622	C40H80NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(32:0)_lp_a	PC 32:0	733.5622	C40H80NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(32:0)_lp_b	PC 32:0	733.5622	C40H80NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(32:1)	PC 32:1	731.5465	C40H78NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(32:1)_ln_b	PC 32:1	731.5465	C40H78NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(32:1)_lp_b	PC 32:1	731.5465	C40H78NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(32:1)_lp_c	PC 32:1	731.5465	C40H78NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(14:0_18:2)_ln_a	PC 14:0_18:2	729.5309	C40H76NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(32:2)_lp_a	PC 32:2	729.5309	C40H76NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(32:2)_lp_c	PC 32:2	729.5309	C40H76NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(32:3)_lp_a	PC 32:3	727.5152	C40H74NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(32:3)_lp_b	PC 32:3	727.5152	C40H74NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(33:0)_lp_b	PC 33:0	747.5778	C41H82NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(33:0)_lp_c	PC 33:0	747.5778	C41H82NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(33:1)_lp_a	PC 33:1	745.5622	C41H80NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(33:1)_lp_b	PC 33:1	745.5622	C41H80NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(33:2)	PC 33:2	743.5465	C41H78NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(33:3)_lp_b	PC 33:3	741.5309	C41H76NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(33:3)_lp_e	PC 33:3	741.5309	C41H76NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(16:0/18:0)_ln_c	PC 16:0/18:0	761.5935	C42H84NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(34:0)_lp_c	PC 34:0	761.5935	C42H84NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(34:1)	PC 34:1	759.5778	C42H82NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(16:0_18:1)_ln_b	PC 16:0_18:1	759.5778	C42H82NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(34:1)_lp_b	PC 34:1	759.5778	C42H82NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(34:2)	PC 34:2	757.5622	C42H80NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(16:0_18:2)_ln_a	PC 16:0_18:2	757.5622	C42H80NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(34:2)_lp_a	PC 34:2	757.5622	C42H80NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(34:2)_lp_b	PC 34:2	757.5622	C42H80NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(16:0_18:3)_ln_c	PC 16:0_18:3	755.5465	C42H78NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(16:1_18:2)_ln_b	PC 16:1_18:2	755.5465	C42H78NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(34:3)_lp_a	PC 34:3	755.5465	C42H78NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(34:3)_lp_b	PC 34:3	755.5465	C42H78NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(34:3)_lp_c	PC 34:3	755.5465	C42H78NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(14:0_20:4)_ln_b	PC 14:0_20:4	753.5309	C42H76NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(14:0_20:4)_ln_c	PC 14:0_20:4	753.5309	C42H76NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(34:4)_lp_a	PC 34:4	753.5309	C42H76NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(34:4)_lp_b	PC 34:4	753.5309	C42H76NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(35:0)_lp_b	PC 35:0	775.6091	C43H86NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(35:0)_lp_c	PC 35:0	775.6091	C43H86NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(35:1)_lp_a	PC 35:1	773.5935	C43H84NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(35:1)_lp_b	PC 35:1	773.5935	C43H84NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(17:0_18:2)_ln_b	PC 17:0_18:2	771.5778	C43H82NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(35:2)_lp_b	PC 35:2	771.5778	C43H82NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(35:2)_lp_e	PC 35:2	771.5778	C43H82NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(35:3)_lp_a	PC 35:3	769.5622	C43H80NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(35:3)_lp_c	PC 35:3	769.5622	C43H80NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(35:4)_lp_b	PC 35:4	767.5465	C43H78NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(18:0/18:0)_ln_c	PC 18:0/18:0	789.6248	C44H88NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(36:0)_lp_c	PC 36:0	789.6248	C44H88NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(36:1)_ln_a	PC 36:1	787.6091	C44H86NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(36:1)_lp_a	PC 36:1	787.6091	C44H86NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(18:0_18:2)_ln_c	PC 18:0_18:2	785.5935	C44H84NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(36:2)_lp_b	PC 36:2	785.5935	C44H84NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(36:2)_lp_c	PC 36:2	785.5935	C44H84NO8P	Glycerophospholipids	Glycerophosphocholines	PC
PC(36:3)	PC 36:3	783.5778	C44H82NO8P	Glycerophospholipids	Glycerophosphocholines	PC
